file,net of investment,net of pension plan investment,net of administrative and investment,discount rate,net of 0.25% of investment,net of inflation. one hundred percent (100%) of the plan’s investment,net of opeb plan investment,investment rate of return,opeb plan,net of plan investment,net of pension investment,context
"MI2020/MI East Lansing ","['7.35 percent']","","","","","","","","","","","assumption of 2.50 percent; assumed salary increases (including inflation) of 3.00 percent; an investment rate of return of 7.60 percent, net of investment expenses and including administrative expenses (effectively 7.35 percent net of investment and administrative expenses); and using a 50 percent male and 50 percent female blend of the rp-2014 healthy annuitant mortality tables (with rates multiplied by 105"
"MI2020/MI East Lansing ","","","","['7.60 percent']","","","","","","","","on the results of an actuarial experience study for the period from 2013-2018. discount rate the discount rate used to measure the total pension liability was 7.60 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the"
"MI2020/MI East Lansing ","","","","","","","","['7.75']","","","","contributions are recognized as expense when due and payable in accordance with the benefit terms. assumption changes the investment rate of return assumption was reduced from 7.75 percent in the december 31, 2018 actuarial valuation to 7.35 percent in the december 31, 2019 actuarial valuation (8.00 percent and 7.60"
"MI2020/MI East Lansing ","['8.50 percent']","","","","","","","","","","","the total opeb liability in the december 31, 2018 actuarial valuation was determined using an inflation assumption of 2.50 percent; assumed salary increases (including inflation) of 3.75 percent; an investment rate of return (net of investment expenses) of 7.00 percent; a healthcare cost trend rate of 8.50 percent for 2019, decreasing 0.25 percent per year to an ultimate rate of 4.50 percent for 2035 and later years for pre65 participants and a healthcare cost trend rate of 7.00 percent for 2019, decreasing 0.25 percent per year"
"MI2020/MI East Lansing ","","","","['7.00 percent']","","","","","","","","tables. these assumptions were applied to all periods included in the measurement. discount rate the discount rate used to measure the total opeb liability was 7.00 percent. the source of the 20-year tax-exempt municipal bond rate was the s&p municipal bond 20 year high grade rate index. the"
"MI2020/MI East Lansing ","","","","['7.00 percent']","","","","","","","","- sensitivity of the net opeb liability to changes in the discount rate the following presents the net opeb liability of the city, calculated using the discount rate of 7.00 percent, as well as what the city's net opeb liability would be if it were calculated using a discount rate that is 1"
"MI2020/MI East Lansing ","","","","","","","","['7.75']","","","","pension information changes in assumptions the investment rate of return assumption was reduced from 7.75 percent in the december 31, 2018 actuarial valuation to 7.35 percent in the december 31, 2019 actuarial valuation (8.00 percent and 7.60 percent,"
"MI2020/MI East Lansing ","","","","","","","","['8.25']","","","","notes to required supplemental information june 30, 2020 the investment rate of return assumption was reduced from 8.25 percent in the december 31, 2015 actuarial valuation to 8.00 percent in the december 31, 2016 (8.50 percent and 8.25 percent, respectively, when stated"
"MI2020/MI East Lansing ","['7.60 percent', '7.35 percent']","","","","","","","","","","","2.50 percent 3.00 percent, including inflation 7.60 percent - net of investment expenses, including administrative expenses (effectively 7.35 percent net of investment and administrative expenses)"
"MI2020/MI East Lansing ","['7.60 percent', '7.35 percent']","","","","","","","","","","","2.50 percent 3.00 percent, including inflation 7.60 percent - net of investment expenses, including administrative expenses (effectively 7.35 percent net of investment and administrative expenses)"
"MI2020/MI Midland ","","","","['7.00 percent']","","","","","","","","contributions other a single discount rate of 7.00 percent was used to measure the total pension liability. this single discount rate was based on an expected"
"MI2020/MI Midland ","","","","['7.00 percent']","","","","","","","","regarding the sensitivity of the net pension liability to changes in the single discount rate, the following presents the plan’s net pension liability, calculated using a single discount rate of 7.00 percent, as well as what the plan’s net pension liability would be if it were calculated"
"MI2020/MI Midland ","","","","","","","","['7.35']","","","","actuarial assumptions, applied to all periods included in the measurement include: 1) inflation 2.5%; 2) salary increases of 3.00% in the long-term; 3) investment rate of return of 7.35%, net of investment expense, including inflation."
"MI2020/MI Midland ","","","","['7.60%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate – the following presents the net pension liability of the city, calculated using the discount rate of 7.60%, as well as what the employer’s net pension liability would be using a discount rate that is 1% point lower"
"MI2020/MI Midland ","","","","","","","","['7.5']","","","","valuation method: market value of assets; 5) inflation 2.50%; 6) salary increase for general of 3.5% to 14.5% including inflation and 3.5% to 7.4% including inflation; 7) investment rate of return 7.5% net of opeb plan investment expense including inflation; 8) retirement age for"
"MI2020/MI Midland ","","","","['7.50%']","","","","","","","","based on the 2013 soa study “health care cost – from birth to death”. discount rate – a single discount rate of 7.50% was used to measure the total opeb liability. this single discount rate was based on the"
"MI2020/MI Midland ","","","","['8.50%']","","","","","","","","the following presents the net opeb liability of the city, as well as what the city’s net opeb liability would be if it were calculated using a discount rate that is 1% lower (6.50%) or 1% higher (8.50%) than the current discount rate."
"MI2020/MI Midland ","","","","","","","['7.5%']","","['7.5%']","","","general: 3.5% to 14.5%, including inflation act 345: 3.5% to 7.4%, including inflation 7.5%, net of opeb plan investment expense general: experience-based table of rates that are specific to that type of eligibility condition."
"MI2020/MI Midland ","","","","","","","['7.5%']","","['7.5%']","","","general: 3.5% to 14.5%, including inflation act 345: 3.5% to 7.4%, including inflation 7.5%, net of opeb plan investment expense general: experience-based table of rates that are specific to that type of eligibility condition."
"MI2020/MI Genesee County ","","","","['7.00 percent']","","","","","","","","assumptions from the mp-2019 scale. discount rate the discount rate used to measure the total pension liability was 7.00 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the"
"MI2020/MI Genesee County ","","","","['7.00 percent']","","","","","","","","based on those assumptions, the pension plan's fiduciary net position was projected to be available to make all projected future benefit payments of current active and inactive employees; therefore, the discount rate is the assumed rate of return of 7.00 percent. the long-term expected rate of return on pension plan investments was determined using a model in"
"MI2020/MI Genesee County ","","","","","","","","['6.00']","","","","valuation used the following actuarial assumptions, which were applied at all periods included in the measurement, unless otherwise noted. an inflation rate of 1.75 percent and salary increases of 1.75 percent per year were assumed. an investment rate of return of 6.00 percent was used along with a health care cost trend rate of 8.00 percent, decreasing to an ultimate rate of 4.50 percent. the mortality"
"MI2020/MI Genesee County ","","","","['2.41 percent']","","","","","","","","premiums paid while members were active. discount rate the discount rate used to measure the total opeb liability was 2.41 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the current"
"MI2020/MI Genesee County ","","","","['2.41 percent']","","","","","","","","note 10 - opeb plan (continued) assumption changes as of the measurement date, the discount rate used was updated to 2.41 percent. furthermore, the mortality table was updated to utilizing three tables depending on the employee type: pub-2010 general"
"MI2020/MI Genesee County ","","","","['7.00%']","","","","","","","","details of actuarial assumptions are included in note 8. sensitivity of the net pension liability to changes in the discount rate the following presents the road commission's net pension liability, calculated using the discount rate of 7.00%, as well as what the net pension liability would be if it were calculated using a discount rate that is 1% lower 6.00%) or 1% higher"
"MI2020/MI Genesee County ","","","","['6.00%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate the following presents the road commission's net pension liability, calculated using the discount rate of 7.00%, as well as what the net pension liability would be if it were calculated using a discount rate that is 1% lower 6.00%) or 1% higher (8.00%) than the current rate:"
"MI2020/MI Genesee County ","","","","['7.35 percent']","","","","","","","","improvement scale. these assumptions were applied to all periods included in the measurement. discount rate the discount rate used to measure the total opeb liability was 7.35 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the current contribution rate and that the road"
"MI2020/MI Genesee County ","","","","['7.35 percent']","","","","","","","","asset class included in the opeb plan’s target asset allocation are summarized in the following tables: sensitivity of the net opeb liability to changes in the discount rate the following presents the net opeb liability of the road commission, calculated using the discount rate of 7.35 percent, as well as what the road commission’s net opeb liability would be if it were calculated using a discount rate that is 1"
"MI2020/MI Genesee County ","","","","['7.55 percent']","","","","","","","","improvements from 2006. discount rate the discount rate used to measure the total pension liability was 7.55 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the current contribution rate and that"
"MI2020/MI Genesee County ","","","","['7.55%']","","","","","","","","note 18 - component unit disclosures (continued) sensitivity of the net pension liability to changes in the discount rate the following presents water and waste services’ net pension liability, calculated using the discount rate of 7.55%, as well as what the net pension liability would be if it were calculated using a discount rate that is 1% lower (6.55%) or 1% higher"
"MI2020/MI Genesee County ","","","","['6.55%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate the following presents water and waste services’ net pension liability, calculated using the discount rate of 7.55%, as well as what the net pension liability would be if it were calculated using a discount rate that is 1% lower (6.55%) or 1% higher (8.55%) than the current rate:"
"MI2020/MI Genesee County ","","","","['7.00 percent']","","","","","","","","these assumptions were applied to all periods included in the measurement. discount rate the discount rate used to measure the total opeb liability was 7.00 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the current contribution rate and that water and"
"MI2020/MI Genesee County ","","['7.55 percent']","","","","","","","","","","3.00 percent 3.00 - 7.03 percent, including inflation 7.55 percent, net of pension plan investment expense, including inflation rp-2014 with fully generational improvements from 2006 based assumptions from scale mp-2018"
"MI2020/MI Genesee County ","","","","","","","['7.5 percent']","","['7.5 percent']","","","8.0 percent decreasing to an ultimate rate of 4.5 percent 1.75 percent 7.5 percent net of opeb plan investment expense, including inflation 62"
"MI2020/MI Genesee County ","","","","","","","['7.5 percent']","","['7.5 percent']","","","8.0 percent decreasing to an ultimate rate of 4.5 percent 1.75 percent 7.5 percent net of opeb plan investment expense, including inflation 62"
"MI2020/MI Eaton County ","","","","","","","['6.25%']","","['6.25%']","","","3.0% 3.0% to 9.7%, including inflation 6.25%, net of opeb plan investment expense age‐based tables specific to type of eligibility"
"MI2020/MI Eaton County ","","","","","","","['6.25%']","","['6.25%']","","","3.0% 3.0% to 9.7%, including inflation 6.25%, net of opeb plan investment expense age‐based tables specific to type of eligibility"
"MI2020/MI Eaton County ","","","","['6.25%']","","","","","","","","eaton county, michigan notes to financial statements discount rate. the discount rate used to measure the total opeb liability was 6.25%. the projection of cash flows used to determine the discount rate assumed that the county will continue their current"
"MI2020/MI Eaton County ","","","","['6.25%']","","","","","","","","mortality tables, updated retirement rates; updated separation rates. sensitivity of the net opeb liability to changes in the discount rate. the following presents the net opeb liability of the county, calculated using the discount rate of 6.25%, as well as what the county’s net opeb liability would be if it were calculated using a discount rate that is 1% lower (5.25%) or 1% higher (7.25%)"
"MI2020/MI Eaton County ","","","","['7.25%']","","","","","","","","sensitivity of the net opeb liability to changes in the discount rate. the following presents the net opeb liability of the county, calculated using the discount rate of 6.25%, as well as what the county’s net opeb liability would be if it were calculated using a discount rate that is 1% lower (5.25%) or 1% higher (7.25%) than the current rate:"
"MI2020/MI Eaton County ","","","","['4.00 percent']","","","","","","","","and using the rp‐2000 mortality tables. these assumptions were applied to all periods included in the measurement. discount rate. the discount rate used to measure the total opeb liability was 4.00 percent. opeb expense and deferred outflows/inflows of resources related to opeb"
"MI2020/MI Eaton County ","","","","['4.00%']","","","","","","","","notes to financial statements sensitivity of the total opeb liability to changes in the discount rate. the following presents the total opeb liability of the facility, calculated using the discount rate of 4.00%, as well as what the facility's total opeb liability would be if it were calculated using a discount rate that is 1% lower (3.00%) or 1% higher"
"MI2020/MI Eaton County ","","","","['3.00%']","","","","","","","","sensitivity of the total opeb liability to changes in the discount rate. the following presents the total opeb liability of the facility, calculated using the discount rate of 4.00%, as well as what the facility's total opeb liability would be if it were calculated using a discount rate that is 1% lower (3.00%) or 1% higher (5.00%) than the current rate:"
"MI2020/MI Eaton County ","['5.49 percent']","","","","","","","","","","","100.0% rate of return. for the year ended september 30, 2020, the annual money‐weighted rate of return on investments, net of investment expense, was 5.49 percent. the money‐weighted rate of return expresses investment performance, net of investment expense, adjusted for the changing amounts actually invested."
"MI2020/MI Eaton County ","","","","['4.45 percent']","","","","","","","","eaton county, michigan notes to financial statements discount rate. the discount rate used to measure the total opeb liability was 4.45 percent (a change from 6.71 percent in the prior year). the projection of cash flows used to determine the discount rate assumed"
"MI2020/MI Eaton County ","","","","['4.45%']","","","","","","","","$ (1,035,488) changes in assumptions. the discount rate changed from 6.71% to 4.45%, post‐65 medical trend rates were updated."
"MI2020/MI Eaton County ","","","","['3.45 percent']","","","","","","","","sensitivity of the net opeb liability (asset) to changes in the discount rate. the following presents the net opeb liability (asset) of the road commission, as well as what the road commission’s net opeb liability (asset) would be if it were calculated using a discount rate that is 1‐percentage point lower (3.45 percent) and 1‐percentage point higher (5.45 percent) than the current discount rate:"
"MI2020/MI Eaton County ","['7.35%']","","","","","","","","","","","2.50% 3.00% in the long‐term 7.35%, net of investment and administrative expense including inflation"
"MI2020/MI Eaton County ","","","","['8.0%']","","","","","","","","investment rate of return 7.60% discount rate. the discount rate used to measure the total pension liability is 7.6% (down from 8.0% at december 31, 2018). the projection of cash flows used to determine the discount rate assumes that"
"MI2020/MI Eaton County ","","","","['7.6%']","","","","","","","","inflation from 3.75% to 3.00%. sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the county, calculated using the discount rate of 7.6%, as well as what the county's net pension liability would be if it were calculated using a discount rate that is 1% lower (6.6%) or 1% higher"
"MI2020/MI Eaton County ","","","","['6.6%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the county, calculated using the discount rate of 7.6%, as well as what the county's net pension liability would be if it were calculated using a discount rate that is 1% lower (6.6%) or 1% higher (8.6%) than the current rate:"
"MI2020/MI Eaton County ","['7.35%']","","","","","","","","","","","2.50% 3.00% in the long‐term 7.35%, net of investment and administrative expense including inflation"
"MI2020/MI Eaton County ","","","","['8.0%']","","","","","","","","investment rate of return 7.60% discount rate. the discount rate used to measure the total pension liability is 7.6% (down from 8.0% at december 31, 2018). the projection of cash flows used to determine the discount rate assumes that"
"MI2020/MI Eaton County ","","","","['7.6%']","","","","","","","","inflation from 3.75% to 3.00%. sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the facility, calculated using the discount rate of 7.6%, as well as what the facility’s net pension liability would be if it were calculated using a discount rate that is 1% lower (6.6%) or 1% higher"
"MI2020/MI Eaton County ","","","","['6.6%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the facility, calculated using the discount rate of 7.6%, as well as what the facility’s net pension liability would be if it were calculated using a discount rate that is 1% lower (6.6%) or 1% higher (8.6%) than the current rate:"
"MI2020/MI Eaton County ","['7.35%']","","","","","","","","","","","2.50% 3.75% in the long‐term 7.35%, net of investment and administrative expense including inflation"
"MI2020/MI Eaton County ","","","","['7.6%']","","","","","","","","inflation from 3.75% to 3.00%. sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the department, calculated using the discount rate of 7.6%, as well as what the department’s net pension liability would be if it were calculated using a discount rate that is 1% lower"
"MI2020/MI Eaton County ","['7.75%']","","","","","","","","","","","3.75% in the long‐term salary increases 7.75%, net of investment and administrative expense including inflation investment rate of return"
"MI2020/MI Eaton County ","","","","['6.25%']","","","","","","","","gasb 75 was implemented in fiscal year 2018. this schedule is being built prospectively. ultimately, 10 years of data will be presented. assumption changes for 2019 ‐ county. increase in the discount rate from 6.0% to 6.25%. assumption changes for 2020 ‐ county. based on the 2014‐2018 experience study the following assumptions"
"MI2020/MI Eaton County ","","","","","","","['6.25%']","","['6.25%']","","","3.0% to 14.0%, including inflation salary increases 6.25%, net of opeb plan investment expense investment rate of return"
"MI2020/MI Eaton County ","","","","","","","['6.25%']","","['6.25%']","","","3.0% to 14.0%, including inflation salary increases 6.25%, net of opeb plan investment expense investment rate of return"
"MI2020/MI Eastpointe ","['7.60 percent']","","","","","","","","","","","the total pension liability in the december 31, 2019 actuarial valuation was determined using an inflation assumption of 2.50 percent, assumed salary increases (including inflation) of 3.0 percent, an investment rate of return (net of investment expenses) of 7.60 percent, and the rp-2014 mortality tables. these assumptions were applied to all periods included in the measurement and are based on an experience"
"MI2020/MI Eastpointe ","","","","['7.60 percent']","","","","","","","","the rp-2014 disabled retiree mortality tables. discount rate the discount rate used to measure the total pension liability was 7.60 percent, a decrease from the 8.0 percent discount rate used to measure the prior year total pension liability. the projection of cash flows"
"MI2020/MI Eastpointe ","","","","['7.6 percent']","","","","","","","","was decreased from 3.5 to 2.5 percent. furthermore, the mortality tables were updated from the rp 2000 mortality table (set forward three years for males and one year for females) to the rp 2014 mortality tables. in 2020, the discount rate in the pension valuation was decreased from 8.0 percent to 7.6 percent. opeb information"
"MI2020/MI Eastpointe ","","","","['6.75 percent']","","","","","","","","opeb information changes in assumptions in 2018, the discount rate was increased from 6.00 to 6.75 percent. in 2019, the discount rate was decreased from 6.75 to 6.50 percent. there were certain changes of assumptions"
"MI2020/MI Eastpointe ","","","","['6.50 percent']","","","","","","","","changes in assumptions in 2018, the discount rate was increased from 6.00 to 6.75 percent. in 2019, the discount rate was decreased from 6.75 to 6.50 percent. there were certain changes of assumptions that affected the measurement of the total opeb liability since the prior measurement date for the opeb plan."
"MI2020/MI West Bloomfield Charter Township ","","","","","","","","['7.0']","","","","the total pension liability in the december 31, 2019 actuarial valuation was determined using an inflation assumption of 2.75 percent; assumed salary increases (average, including inflation) of 3.5 percent; an investment rate of return (net of pension plan investment and administrative expenses) of 7.0 percent. the pub-2010 mortality tables were used to calculate the liability at december 31, 2020."
"MI2020/MI West Bloomfield Charter Township ","","","","['7.0 percent']","","","","","","","","the pub-2010 mortality tables were used to calculate the liability at december 31, 2020. discount rate the discount rate used to measure the total pension liability was 7.0 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the current"
"MI2020/MI West Bloomfield Charter Township ","","","","['8.0 percent']","","","","","","","","the following presents the net pension liability of the plan, calculated using the discount rate of 7.0 percent, as well as what the plan's net pension liability (asset) would be if it were calculated using a discount rate that is 1 percentage point lower (6.0 percent) or 1 percentage point higher (8.0 percent) than the current rate:"
"MI2020/MI West Bloomfield Charter Township ","['8.5 percent']","","","","","","","","","","","the total opeb liability in the december 31, 2019 actuarial valuation was determined using an inflation assumption of 2.75 percent; assumed salary increases (including inflation) of 3.5 percent; an investment rate of return (net of investment expenses) of 7.0 percent; and a health care cost trend rate of 8.5 percent for 2020, decreasing to 4.5 percent in year 10. the 2020 rollforward changed the mortality tables to the"
"MI2020/MI West Bloomfield Charter Township ","","","","['7.0 percent']","","","","","","","","pub-2010 mortality tables. these assumptions were applied to all periods included in the measurement. discount rate the discount rate used to measure the total opeb liability was 7.0 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the current"
"MI2020/MI West Bloomfield Charter Township ","","","","['8.0 percent']","","","","","","","","the following presents the net opeb asset of the township, calculated using the discount rate of 7.0 percent, as well as what the township's net opeb liability (asset) would be if it were calculated using a discount rate that is 1 percentage point lower (6.0 percent) or 1 percentage point higher (8.0 percent) than the current rate:"
"MI2020/MI West Bloomfield Charter Township ","['7.0 percent']","","","","","","","","","","","2.75 percent 3.5 percent, including inflation plus merit and longevity 7.0 percent, net of investment and administrative expenses age-based table of rates that are specific to the type of eligibility condition"
"MI2020/MI West Bloomfield Charter Township ","","","","","","","['7.0 percent']","","['7.0 percent']","","","initial trend rate of 9.0 percent, gradually decreasing to an ultimate trend of 3.5 percent in year 10 3.50 percent wage inflation plus merit and longevity 7.0 percent, net of opeb plan investment and administrative expenses age-based table of rates that are specific to the type of eligibility condition"
"MI2020/MI West Bloomfield Charter Township ","","","","","","","['7.0 percent']","","['7.0 percent']","","","initial trend rate of 9.0 percent, gradually decreasing to an ultimate trend of 3.5 percent in year 10 3.50 percent wage inflation plus merit and longevity 7.0 percent, net of opeb plan investment and administrative expenses age-based table of rates that are specific to the type of eligibility condition"
"MI2020/MI Leelanau County ","['7.35%']","","","","","","","","","","","2.50% 3.00% in the long-term 7.35%, net of investment and administrative expense including inflation"
"MI2020/MI Leelanau County ","","","","['7.6%']","","","","","","","","inflation from 3.75% to 3.00%. ^ğŷɛŝƚŝǀŝƚǉ žĩ ƚśğ eğƚ wğŷɛŝžŷ >ŝăďŝůŝƚǉ ƚž śăŷőğɛ ŝŷ ƚśğ ŝɛđžƶŷƚ zăƚğ͘ the following presents the net pension liability of the county, calculated using the discount rate of 7.6%, as well as what the county's net pension liability would be if it were calculated using a discount rate that is 1% lower (6.6%) or 1% higher"
"MI2020/MI Leelanau County ","","","","['6.6%']","","","","","","","","^ğŷɛŝƚŝǀŝƚǉ žĩ ƚśğ eğƚ wğŷɛŝžŷ >ŝăďŝůŝƚǉ ƚž śăŷőğɛ ŝŷ ƚśğ ŝɛđžƶŷƚ zăƚğ͘ the following presents the net pension liability of the county, calculated using the discount rate of 7.6%, as well as what the county's net pension liability would be if it were calculated using a discount rate that is 1% lower (6.6%) or 1% higher (8.6%) than the current rate:"
"MI2020/MI Leelanau County ","['7.35%']","","","","","","","","","","","2.50% 3.00% in the long-term 7.35%, net of investment and administrative expense including inflation"
"MI2020/MI Leelanau County ","","","","['7.6%']","","","","","","","","ežƚğɛƚž&ŝŷăŷđŝăů^ƚăƚğŵğŷƚɛ ^ğŷɛŝƚŝǀŝƚǉ žĩ ƚśğ eğƚ wğŷɛŝžŷ >ŝăďŝůŝƚǉ ;ɛɛğƚϳ ƚž śăŷőğɛ ŝŷ ƚśğ ŝɛđžƶŷƚ zăƚğ͘ the following presents the net pension liability (asset) of the road commission, calculated using the discount rate of 7.6%, as well as what the road commission's net pension liability (asset) would be if it were calculated using a discount rate"
"MI2020/MI Leelanau County ","['7.75%']","","","","","","","","","","","3.75% in the long-term investment rate of return 7.75%, net of investment and administrative expense including inflation age 60"
"MI2020/MI Lawrence ","['7.35%']","","","","","","","['7.35']","","","","the total pension liability in the december 31, 2019, actuarial valuation was determined using the following actuarial assumptions, applied to all periods included in the measurement: salary increases: 3.00% in the long-term; investment rate of return: 7.35%, net of investment and administrative expenses including inflation."
"MI2020/MI Lawrence ","['7.35%']","","","","","","","['7.35']","","","","the total pension liability in the december 31, 2019, actuarial valuation was determined using the following actuarial assumptions, applied to all periods included in the measurement: salary increases: 3.00% in the long-term; investment rate of return: 7.35%, net of investment and administrative expenses including inflation."
"MI2020/MI Lawrence ","","","","['7.6%']","","","","","","","","asset class discount rate the discount rate used to measure the total pension liability is 7.6%. the projection of cash flows used to determine the rate assumes that village and employee contributions will be made at the rates"
"MI2020/MI Pleasant Ridge ","['7.60%']","","","","","","","['7.60']","","","","salary increases: 3.00% in the long-term plus a percentage based on an age related scale to reflect merit, longevity, and promotional pay increases. investment rate of return: 7.60%, net of investment expenses, including inflation. 38"
"MI2020/MI Pleasant Ridge ","['7.60%']","","","","","","","['7.60']","","","","salary increases: 3.00% in the long-term plus a percentage based on an age related scale to reflect merit, longevity, and promotional pay increases. investment rate of return: 7.60%, net of investment expenses, including inflation. 38"
"MI2020/MI Pleasant Ridge ","","","","['7.60%']","","","","","","","","changes in assumptions the actuarial assumptions were changed during the year as follows: reduction in discount rate from 8.00% to 7.60%. reduction in the investment rate of return assumption from 7.75% to 7.60%."
"MI2020/MI Pleasant Ridge ","","","","","","","","['7.60']","","","","the actuarial assumptions were changed during the year as follows: reduction in discount rate from 8.00% to 7.60%. reduction in the investment rate of return assumption from 7.75% to 7.60%. reduction in the rate of wage inflation from 3.75% to 3.00%."
"MI2020/MI Pleasant Ridge ","","","","","","","","['7.60']","","","","the actuarial assumptions were changed during the year as follows: reduction in discount rate from 8.00% to 7.60%. reduction in the investment rate of return assumption from 7.75% to 7.60%. reduction in the rate of wage inflation from 3.75% to 3.00%."
"MI2020/MI Pleasant Ridge ","","","","['7.60%']","","","","","","","","the five-year experience study was updated to 2014-2018 from 2009-2013. discount rate the discount rate used to measure the total pension liability is 7.60%. the projection of cash flows used to determine the discount rate assumes that employer and employee contributions will be made at the rates agreed"
"MI2020/MI Pleasant Ridge ","","","","['7.60%']","","","","","","","","note 6 - defined benefit pension plan (continued) sensitivity of the net pension liability to changes in the discount rate the following presents the net pension liability of the employer, calculated using the discount rates of 7.60%, as well as what the city's net pension liability would be using a discount rate that is 1% lower (6.60%) or 1% higher"
"MI2020/MI Pleasant Ridge ","","","","['6.60%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate the following presents the net pension liability of the employer, calculated using the discount rates of 7.60%, as well as what the city's net pension liability would be using a discount rate that is 1% lower (6.60%) or 1% higher (8.60%) than the current rate."
"MI2020/MI Pleasant Ridge ","","","","['6.40%']","","","","","","","","changes in assumptions the actuarial assumptions were changed during the year as follows: reduction in the discount rate from 6.80% to 6.40%. reduction in the long-term rate of return from 7.75% to 7.35%."
"MI2020/MI Pleasant Ridge ","","","","['6.40%']","","","","","","","","note 7 - other post-employment benefits (continued) discount rate the discount rate used to measure the total opeb liability was 6.40%. the projection of cash flows used to determine the discount rate assumed that employer contributions will be made at rates equal to the most recent"
"MI2020/MI Pleasant Ridge ","","","","['7.40%']","","","","","","","","sensitivity of the net opeb liability to changes in the discount rate the following presents the net opeb liability of the city, as well as what the city’s net opeb liability would be if it were calculated using a discount rate that is 1% lower (5.40%) or 1% higher (7.40%) than the current discount rate:"
"MI2020/MI Pleasant Ridge ","","","","['7.60%']","","","","","","","","changes of benefit terms: there were no changes of benefit terms for the plan year 2019. changes in assumptions: reduction in discount rate from 8.00% to 7.60%. reduction in the investment rate of return assumption from 7.75% to 7.60%."
"MI2020/MI Pleasant Ridge ","","","","","","","","['7.60']","","","","changes in assumptions: reduction in discount rate from 8.00% to 7.60%. reduction in the investment rate of return assumption from 7.75% to 7.60%. reduction in the rate of wage inflation from 3.75% to 3.00%."
"MI2020/MI Pleasant Ridge ","","","","","","","","['7.60']","","","","changes in assumptions: reduction in discount rate from 8.00% to 7.60%. reduction in the investment rate of return assumption from 7.75% to 7.60%. reduction in the rate of wage inflation from 3.75% to 3.00%."
"MI2020/MI Pleasant Ridge ","","","","['6.40%']","","","","","","","","changes of benefit terms: there were no changes of benefit terms during plan year 2020. changes in assumptions: reduction in the discount rate from 6.80% to 6.40%. reduction in the long-term rate of return from 7.75% to 7.35%."
"MI2020/MI Long Lake Township ","","","","['3.91%']","","","","","","","","assumption changes since the prior valuation include: mortality updated from mp-2018 to mp-2019 decreased discount rate and expected return on plan assets from 4.71% to 3.91% -31-"
"MI2020/MI Long Lake Township ","","","","['3.91%']","","","","","","","","the sum of each target allocation times its long-term expected rate including inflation is 3.91%. discount rate a discount rate of 3.91% was used to measure the total opeb liability at june 30, 2020. the projection of cash flows used to determine this discount rate assumed that the township will make the actuarially"
"MI2020/MI Long Lake Township ","","","","['3.91%']","","","","","","","","notes to financial statements - continued sensitivity of the township's net opeb liability to changes in the discount rate the following presents the township's net opeb liability calculated using the discount rate of 3.91%, as well as what the township's net opeb liability would be if it were calculated using a discount rate that is"
"MI2020/MI Mackinac County ","","","","","","","","['7.35']","","","","period from january 1, 2009 through december 31, 2013. salary increases - 3.00% investment rate of return - 7.35% mortality rates - 50% male and 50% female blend of the following tables: (1) rp-2014 healthy"
"MI2020/MI Mackinac County ","","","","['7.60 percent']","","","","","","","","and (3) rp-2014 juvenile mortality tables. for disabled retirees, a 50% male and 50% female blend of the rp-2014 disabled retiree mortality tables were used. discount rate - the discount rate used to measure the total pension liability was 7.60 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will"
"MI2020/MI Mackinac County ","","","","['7.60 percent']","","","","","","","","note 10 - employee pension plans - (cont’d): sensitivity of the net pension liability to changes in the discount rate - the following presents the net pension liability of the county, calculated using the discount rate of 7.60 percent, as well as what the county’s net pension liability would be if it were calculated using a discount rate that is 1percentage-point lower (6.60 percent) or 1-percentage-point higher (8.60 percent) than the current rate."
"MI2020/MI Mackinac County ","","","","['8.60 percent']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate - the following presents the net pension liability of the county, calculated using the discount rate of 7.60 percent, as well as what the county’s net pension liability would be if it were calculated using a discount rate that is 1percentage-point lower (6.60 percent) or 1-percentage-point higher (8.60 percent) than the current rate. net pension liability of the"
